Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
6,0,1,5,yes,no,machine learning,testing,medium,excellent,programming,developer,Testing and Maintainance Services,no,Management,smart worker,yes,yes,Web Developer
1,6,9,7,no,yes,python,system designing,excellent,excellent,cloud computing,security,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,Web Developer
8,4,6,3,no,yes,distro making,game development,excellent,poor,parallel computing,security,Testing and Maintainance Services,no,Technical,smart worker,no,no,Web Developer
6,2,4,9,no,yes,information security,database security,poor,excellent,networks,testing,SAaS services,yes,Management,hard worker,yes,yes,Web Developer
8,3,9,5,no,no,python,database security,poor,medium,Software Engineering,developer,product development,no,Technical,smart worker,no,no,Web Developer
3,6,6,8,yes,yes,r programming,data science,excellent,excellent,hacking,security,Product based,no,Technical,hard worker,no,yes,Web Developer
4,1,8,8,no,no,r programming,testing,medium,excellent,hacking,cloud computing,Testing and Maintainance Services,yes,Management,smart worker,no,no,Web Developer
3,1,3,9,yes,yes,full stack,database security,medium,medium,hacking,cloud computing,Finance,no,Technical,smart worker,no,no,Web Developer
3,5,5,8,no,yes,python,data science,medium,medium,cloud computing,system developer,SAaS services,yes,Technical,hard worker,yes,yes,Web Developer
2,1,3,7,yes,no,full stack,testing,excellent,poor,data engineering,security,Sales and Marketing,no,Management,hard worker,no,yes,Web Developer
4,4,6,2,no,yes,python,system designing,poor,poor,Computer Architecture,testing,Web Services,yes,Technical,smart worker,yes,no,Web Developer
1,5,8,2,yes,yes,distro making,cloud computing,poor,excellent,Software Engineering,security,Product based,no,Technical,hard worker,yes,no,Web Developer
7,5,1,7,yes,yes,machine learning,system designing,medium,poor,cloud computing,testing,Service Based,yes,Management,hard worker,no,yes,Web Developer
1,2,4,4,yes,no,r programming,data science,excellent,excellent,Computer Architecture,Business process analyst,BPA,no,Technical,hard worker,no,no,Web Developer
8,4,2,2,no,no,distro making,hacking,poor,poor,data engineering,security,Testing and Maintainance Services,no,Management,smart worker,no,yes,Web Developer
9,2,7,1,no,yes,python,cloud computing,medium,excellent,cloud computing,system developer,Finance,no,Technical,hard worker,no,no,Web Developer
2,5,3,1,yes,yes,app development,system designing,poor,poor,cloud computing,Business process analyst,SAaS services,no,Management,smart worker,no,no,Web Developer
2,5,5,8,no,no,shell programming,database security,excellent,medium,Software Engineering,developer,Service Based,yes,Technical,hard worker,yes,no,Web Developer
6,6,7,5,yes,no,distro making,testing,excellent,excellent,IOT,developer,SAaS services,yes,Management,hard worker,yes,no,Web Developer
5,2,1,1,no,yes,python,cloud computing,medium,poor,Computer Architecture,cloud computing,Testing and Maintainance Services,yes,Technical,smart worker,no,no,Web Developer
7,4,8,9,yes,no,full stack,cloud computing,excellent,medium,Software Engineering,Business process analyst,SAaS services,yes,Management,smart worker,no,yes,Web Developer
8,6,5,6,no,no,machine learning,hacking,poor,excellent,cloud computing,cloud computing,Web Services,yes,Technical,smart worker,no,yes,Web Developer
1,0,3,8,yes,no,shell programming,testing,poor,poor,IOT,developer,BPA,yes,Management,hard worker,no,no,Web Developer
8,3,7,6,no,yes,full stack,web technologies,medium,medium,data engineering,security,Service Based,no,Management,hard worker,yes,no,Web Developer
4,0,7,3,yes,yes,full stack,web technologies,poor,excellent,cloud computing,Business process analyst,Finance,yes,Technical,smart worker,yes,yes,Web Developer
5,0,8,5,yes,yes,hadoop,cloud computing,excellent,medium,programming,testing,Cloud Services,no,Management,hard worker,no,yes,Web Developer
6,1,5,1,no,no,distro making,game development,poor,excellent,cloud computing,Business process analyst,BPA,no,Technical,hard worker,no,yes,Web Developer
3,0,7,6,yes,no,shell programming,web technologies,poor,poor,Computer Architecture,cloud computing,Service Based,no,Management,smart worker,yes,no,Web Developer
1,5,5,2,yes,yes,full stack,game development,excellent,excellent,Computer Architecture,cloud computing,BPA,yes,Management,smart worker,no,yes,Web Developer
7,4,7,5,no,yes,full stack,database security,excellent,poor,Software Engineering,security,Web Services,yes,Technical,smart worker,yes,yes,Web Developer
5,1,1,8,yes,yes,machine learning,testing,poor,poor,programming,testing,SAaS services,yes,Technical,hard worker,yes,no,Web Developer
5,5,1,3,no,no,python,data science,medium,medium,hacking,system developer,BPA,no,Technical,hard worker,yes,yes,Web Developer
5,6,8,4,yes,no,shell programming,database security,poor,medium,Software Engineering,security,Service Based,yes,Management,smart worker,no,no,Web Developer
7,0,3,8,yes,yes,distro making,hacking,excellent,poor,cloud computing,developer,Sales and Marketing,yes,Technical,smart worker,yes,yes,Web Developer
6,3,2,2,yes,yes,r programming,hacking,poor,excellent,Computer Architecture,system developer,Cloud Services,yes,Management,smart worker,no,yes,Web Developer
3,5,5,8,yes,yes,full stack,testing,medium,excellent,hacking,security,BPA,no,Technical,hard worker,no,yes,Web Developer
3,0,8,4,yes,yes,shell programming,data science,excellent,poor,IOT,testing,Service Based,no,Management,hard worker,yes,no,Web Developer
6,1,7,8,yes,no,information security,system designing,excellent,excellent,cloud computing,security,product development,yes,Management,hard worker,no,no,Web Developer
3,2,7,6,no,yes,information security,database security,medium,poor,networks,developer,Cloud Services,no,Technical,smart worker,no,yes,Web Developer
3,6,4,4,no,no,full stack,cloud computing,excellent,excellent,parallel computing,system developer,Product based,no,Technical,hard worker,yes,yes,Web Developer
2,3,4,7,yes,no,python,game development,excellent,excellent,Software Engineering,cloud computing,Testing and Maintainance Services,no,Management,hard worker,no,no,Web Developer
3,3,8,8,yes,yes,r programming,testing,medium,poor,Management,Business process analyst,SAaS services,no,Technical,smart worker,yes,no,Web Developer
4,2,2,8,no,yes,python,database security,poor,excellent,programming,system developer,Cloud Services,yes,Management,hard worker,no,no,Web Developer
1,1,9,4,yes,no,hadoop,game development,medium,medium,Management,system developer,BPA,yes,Management,smart worker,no,yes,Web Developer
9,1,6,7,no,no,machine learning,cloud computing,excellent,poor,programming,Business process analyst,Cloud Services,yes,Technical,hard worker,no,yes,Web Developer
2,4,2,4,yes,yes,distro making,hacking,excellent,medium,data engineering,system developer,SAaS services,yes,Management,hard worker,no,yes,Web Developer
3,1,5,1,no,no,information security,web technologies,excellent,excellent,Software Engineering,developer,Sales and Marketing,no,Management,smart worker,yes,no,Web Developer
6,2,7,2,no,yes,r programming,testing,excellent,excellent,Software Engineering,cloud computing,BPA,yes,Technical,hard worker,yes,yes,Web Developer
3,1,5,6,yes,yes,r programming,web technologies,poor,excellent,programming,cloud computing,SAaS services,yes,Technical,hard worker,no,yes,Web Developer
9,2,5,2,yes,no,distro making,database security,excellent,poor,data engineering,system developer,BPA,yes,Technical,hard worker,yes,no,Web Developer
2,2,4,3,no,yes,machine learning,data science,medium,poor,hacking,developer,Service Based,no,Technical,hard worker,no,no,Web Developer
1,4,1,7,yes,no,python,testing,excellent,excellent,hacking,developer,Cloud Services,yes,Technical,hard worker,yes,no,Web Developer
4,4,6,7,yes,no,hadoop,game development,excellent,medium,cloud computing,developer,Service Based,yes,Technical,hard worker,yes,no,Web Developer
2,3,2,6,no,yes,r programming,data science,excellent,medium,hacking,developer,product development,no,Management,hard worker,yes,no,Web Developer
9,6,5,1,no,yes,information security,web technologies,medium,poor,networks,security,Finance,yes,Management,hard worker,no,yes,Web Developer
2,5,9,5,yes,no,full stack,database security,excellent,poor,Management,cloud computing,Finance,yes,Technical,smart worker,no,yes,Web Developer
1,6,5,2,yes,no,information security,system designing,poor,poor,cloud computing,Business process analyst,SAaS services,no,Management,smart worker,yes,no,Web Developer
1,2,1,5,no,yes,distro making,testing,poor,poor,parallel computing,testing,Service Based,yes,Technical,hard worker,no,yes,Web Developer
3,1,4,4,yes,yes,r programming,cloud computing,medium,poor,Software Engineering,cloud computing,Product based,no,Technical,smart worker,yes,yes,Web Developer
7,6,9,2,no,yes,hadoop,system designing,poor,excellent,Computer Architecture,testing,Web Services,yes,Technical,smart worker,yes,no,Web Developer
8,5,9,8,no,no,information security,hacking,excellent,medium,networks,testing,Cloud Services,no,Technical,smart worker,no,yes,Web Developer
9,0,5,9,yes,no,full stack,hacking,excellent,excellent,Software Engineering,developer,Service Based,yes,Management,smart worker,yes,no,Web Developer
1,3,9,8,no,no,hadoop,system designing,medium,excellent,Management,Business process analyst,BPA,yes,Management,smart worker,no,yes,Web Developer
5,5,4,7,yes,yes,app development,data science,excellent,poor,Management,developer,Testing and Maintainance Services,yes,Technical,hard worker,yes,no,Web Developer
4,5,6,6,no,yes,information security,cloud computing,poor,medium,programming,testing,Finance,no,Technical,hard worker,no,no,Web Developer
9,2,4,3,yes,yes,machine learning,system designing,excellent,medium,programming,Business process analyst,Product based,yes,Technical,hard worker,yes,yes,Web Developer
2,2,5,9,yes,no,app development,testing,medium,poor,programming,Business process analyst,Sales and Marketing,no,Management,hard worker,yes,yes,Web Developer
2,3,5,4,yes,no,hadoop,cloud computing,excellent,poor,programming,security,Service Based,no,Management,hard worker,yes,yes,Web Developer
5,4,7,2,yes,yes,information security,web technologies,medium,medium,networks,cloud computing,Testing and Maintainance Services,yes,Technical,hard worker,no,no,Web Developer
4,5,4,4,yes,yes,full stack,web technologies,poor,excellent,IOT,Business process analyst,Service Based,yes,Management,smart worker,no,yes,Web Developer
5,5,3,7,yes,yes,information security,system designing,medium,medium,Software Engineering,security,Product based,yes,Technical,smart worker,yes,no,Web Developer
4,5,9,7,no,no,information security,system designing,medium,excellent,cloud computing,security,Sales and Marketing,yes,Management,smart worker,no,no,Web Developer
1,6,1,4,yes,yes,distro making,cloud computing,poor,excellent,networks,security,Sales and Marketing,yes,Management,hard worker,no,no,Web Developer
1,0,7,9,no,yes,hadoop,cloud computing,poor,poor,hacking,testing,SAaS services,no,Technical,hard worker,yes,no,Web Developer
7,3,9,2,no,no,python,hacking,medium,excellent,Software Engineering,security,Cloud Services,no,Management,hard worker,yes,no,Web Developer
3,3,9,4,no,no,python,system designing,excellent,excellent,parallel computing,system developer,BPA,yes,Management,smart worker,yes,yes,Web Developer
4,0,2,7,yes,yes,machine learning,game development,excellent,medium,parallel computing,testing,Cloud Services,yes,Management,smart worker,yes,no,Web Developer
3,6,6,7,no,yes,full stack,testing,poor,poor,IOT,testing,SAaS services,yes,Management,smart worker,no,no,Web Developer
3,2,8,7,no,yes,python,game development,medium,medium,programming,security,product development,yes,Management,hard worker,yes,no,Web Developer
4,3,7,3,yes,no,app development,database security,poor,excellent,data engineering,testing,Product based,yes,Management,hard worker,no,yes,Web Developer
3,1,6,2,yes,no,shell programming,system designing,excellent,excellent,cloud computing,testing,Service Based,yes,Technical,smart worker,yes,no,Web Developer
3,0,8,9,yes,yes,distro making,web technologies,poor,excellent,Software Engineering,testing,Finance,yes,Technical,smart worker,no,no,Web Developer
1,5,2,7,yes,yes,python,database security,medium,excellent,programming,security,Web Services,yes,Management,hard worker,no,no,Web Developer
5,5,9,1,yes,yes,shell programming,web technologies,excellent,medium,data engineering,developer,product development,yes,Management,hard worker,no,no,Web Developer
6,4,7,8,no,yes,information security,data science,poor,medium,programming,developer,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
